certification_number,official_status,source,last_checked,notes
1401042270-024,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042270-025,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042270-026,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042292-001,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042292-002,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042292-003,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042292-004,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042292-005,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042292-006,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042292-007,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042292-008,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042292-009,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042292-010,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042292-011,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042292-012,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042293-001,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042293-002,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042293-003,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042293-004,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042293-005,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042293-006,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042293-007,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042293-008,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042293-009,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042293-010,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042293-011,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042293-012,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042293-013,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042293-014,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042293-015,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042293-016,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042293-017,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042293-018,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042293-019,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042293-020,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042293-021,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042293-022,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042293-023,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042293-024,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042293-025,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042293-026,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-001,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-002,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-003,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-004,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-005,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-006,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-007,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-008,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-009,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-010,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-011,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-012,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-013,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-014,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-015,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-016,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-017,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-018,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-019,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-020,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-021,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-022,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-023,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-024,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-025,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-026,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-027,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-028,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-029,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-030,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-031,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-032,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-033,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-034,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-035,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-036,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-037,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-038,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-039,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-040,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-041,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-042,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-043,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-044,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-045,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-046,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-047,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-048,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-049,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-050,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-051,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-052,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-053,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-054,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-055,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-056,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-057,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-058,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-059,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-060,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-061,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-062,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-063,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-064,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-065,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-066,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-067,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-068,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-069,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-070,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-071,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-072,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-073,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-074,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-075,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-076,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-077,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-078,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-079,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-080,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-081,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-082,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-083,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-084,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-085,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-086,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-087,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-088,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-089,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-090,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-091,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-092,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-093,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-094,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-095,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-096,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-097,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-098,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-099,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-100,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-101,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-102,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-103,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-104,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-105,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-106,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-107,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-108,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-109,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-110,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-111,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-112,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-113,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-114,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-115,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-116,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-117,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-118,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-119,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-120,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-121,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-122,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-123,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-124,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-125,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-126,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-127,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-128,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-129,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-130,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-131,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-132,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-133,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-134,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-135,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-136,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-137,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-138,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-139,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-140,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-141,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-142,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
